id,insee_code,town_name,zip_code,routing_label,line_5,geopoint
24714,01416,TENAY,01230,TENAY,NULL,0101000020E61000009FEE97AA0F0F1640BAA1CE810AF64640
25474,02723,SOIZE,02340,SOIZE,NULL,0101000020E6100000CF08803B9A541040EBB424F63FD94840
26490,06132,SAORGE,06540,SAORGE,NULL,0101000020E61000001CD36E4FEB291E40DCC24E0C24FF4540
30794,17183,GREZAC,17120,GREZAC,NULL,0101000020E610000058D7570D78CFEABFA7B805A6AECD4640
31400,18278,VESDUN,18360,VESDUN,NULL,0101000020E61000006208A5D4CA790340D56C2FB399474740
31550,19135,MESTES,19200,MESTES,NULL,0101000020E6100000AB4B7CA47788024031CAD87514BF4640
33644,24541,SOUDAT,24360,SOUDAT,NULL,0101000020E6100000F29FC959332DE23F60D916AFC3CF4640
33824,25143,CHAY,25440,CHAY,NULL,0101000020E6100000CA294BBE237417408347C08D39844740
34338,26016,AUBRES,26110,AUBRES,NULL,0101000020E6100000E65C8AABCA9E1440C8D00C3D3D324640
35157,27417,MORGNY,27150,MORGNY,NULL,0101000020E6100000483B246BC347F93F64027E8DA4AF4840
38512,33510,SEMENS,33490,SEMENS,NULL,0101000020E61000004235CA9F14D2CDBF92178854874E4640
39768,37240,SAUNAY,37110,SAUNAY,NULL,0101000020E610000074289E0EBFB6EE3FE889E76C81CC4740
40303,38489,SIEVOZ,38350,SIEVOZ,NULL,0101000020E6100000F34C79BEB0661740546DDC07C5734640
40523,39138,CHEMIN,39120,CHEMIN,NULL,0101000020E6100000ECE86E8DBE44154000811832E87C4740
40654,39270,JOUHE,39100,JOUHE,NULL,0101000020E6100000523EA99B30EE1540325DE38E92914740
40730,39338,MOLAY,39500,MOLAY,NULL,0101000020E6100000D3D5C2D1FAB01540736891EDFC814740
41045,40068,CASSEN,40380,CASSEN,NULL,0101000020E610000020CC92A57BC2EBBFFC654172FCE04540
42035,43082,CRONCE,43300,CRONCE,NULL,0101000020E61000005EC367469ADB0A40D66AB4C1AE894640
42449,44199,SOUDAN,44110,SOUDAN,NULL,0101000020E610000034DEB133E097F4BFCB45216EF3DC4740
44758,51039,BASSU,51300,BASSU,NULL,0101000020E6100000C2DABD816EC41240FA46CF88AD6A4840
45587,52218,GERMAY,52230,GERMAY,NULL,0101000020E6100000B638BE51867D1540C9F264ED25344840
46028,53120,IZE,53160,IZE,NULL,0101000020E610000017DDD506821BD3BF7EC3E9C9A11C4840
47163,55359,MORLEY,55290,MORLEY,NULL,0101000020E6100000B8AC67AD0DE61440A5660FB482494840
47854,57193,ENNERY,57365,ENNERY,NULL,0101000020E6100000BFAE70DC73E61840D00EB8AE189D4840
47951,57282,HAGEN,57570,HAGEN,NULL,0101000020E6100000BA5862AFC1A81840A6F10BAFA4BF4840
49331,59568,SERCUS,59173,SERCUS,NULL,0101000020E61000002B3BB313149503407EC2D9ADE55A4940
51293,62652,PERNES,62550,PERNES,NULL,0101000020E61000003065E080963E034001E8E6D1433E4940
52554,64502,SAMES,64520,SAMES,NULL,0101000020E6100000343A313553ABF2BF5C01857A7AC34540
53486,67131,ESCHAU,67114,ESCHAU,NULL,0101000020E6100000F10B546B06ED1E40B8431E1C473D4840
53743,67377,PLAINE,67420,PLAINE,NULL,0101000020E6100000E550757E408E1C40513C1D7E6D364840
54029,68079,ELBACH,68210,ELBACH,NULL,0101000020E61000009EB70C9304481C40664815C52BD24740
54274,68307,SEWEN,68290,SEWEN,NULL,0101000020E61000001082E90F28861B40428067D62DE74740
54866,70175,CORNOT,70120,CORNOT,NULL,0101000020E6100000DF420D95355C174018BA6D3A5DD84740
56082,72214,NAUVAY,72260,NAUVAY,NULL,0101000020E61000009DA04D0E9F34D93F83E96AE168204840
58235,77531,VOULX,77940,VOULX,NULL,0101000020E6100000B6BDDD921CC007407838CB76CF244840
58377,78335,LIMAY,78520,LIMAY,NULL,0101000020E61000004B8050CD9BC9FB3F35D07CCEDD7E4840
59593,80724,SALEUX,80480,SALEUX,NULL,0101000020E61000003462669FC7C001403C6B12175BEE4840
59978,81282,SENAUX,81530,SENAUX,NULL,0101000020E6100000B78773C3A5F10440303F81C1FFE14540
60771,85212,STE FLORENCE,85140,STE FLORENCE,NULL,
62570,91286,GRIGNY,91350,GRIGNY,NULL,0101000020E6100000DF7F7566CC1603408832AF7E47544840
63362,98733,PAEA,98711,PAEA,NULL,0101000020E610000060A1C50897733EC04A69914836B231C0
24331,01032,BELIGNEUX,01360,BELIGNEUX,NULL,0101000020E61000002E6C729DEB901440B89A2B395DEE4640
24332,01032,BELIGNEUX,01360,BELIGNEUX,CAMP DE LA VALBONNE,0101000020E61000002E6C729DEB901440B89A2B395DEE4640
24333,01032,BELIGNEUX,01360,BELIGNEUX,CHANES,0101000020E61000002E6C729DEB901440B89A2B395DEE4640
24334,01032,BELIGNEUX,01360,BELIGNEUX,LA VALBONNE,0101000020E61000002E6C729DEB901440B89A2B395DEE4640
24335,01033,VALSERHONE,01200,VALSERHONE,BELLEGARDE SUR VALSERINE,0101000020E61000006CBFC63F7D2D1740AB8C90CBC90F4740
24336,01033,VALSERHONE,01200,VALSERHONE,CHATILLON EN MICHAILLE,0101000020E61000006CBFC63F7D2D1740AB8C90CBC90F4740
24337,01033,VALSERHONE,01200,VALSERHONE,LANCRANS,0101000020E61000006CBFC63F7D2D1740AB8C90CBC90F4740
24338,01033,VALSERHONE,01200,VALSERHONE,OCHIAZ,0101000020E61000006CBFC63F7D2D1740AB8C90CBC90F4740
24339,01033,VALSERHONE,01200,VALSERHONE,VOUVRAY,0101000020E61000006CBFC63F7D2D1740AB8C90CBC90F4740
24340,01034,BELLEY,01300,BELLEY,NULL,0101000020E6100000B67C6EB257C516402EC901BB1ADF4640
24341,01035,BELLEYDOUX,01130,BELLEYDOUX,NULL,0101000020E6100000328D261763201740C33E4BA13D204740
24342,01036,VALROMEY SUR SERAN,01260,VALROMEY SUR SERAN,BELMONT LUTHEZIEU,0101000020E61000002E162B0F77A61640C5AC174339F64640
24343,01036,VALROMEY SUR SERAN,01260,VALROMEY SUR SERAN,CHARANCIN,0101000020E61000002E162B0F77A61640C5AC174339F64640
24344,01036,VALROMEY SUR SERAN,01260,VALROMEY SUR SERAN,FITIGNIEU,0101000020E61000002E162B0F77A61640C5AC174339F64640
24345,01036,VALROMEY SUR SERAN,01260,VALROMEY SUR SERAN,LOMPNIEU,0101000020E61000002E162B0F77A61640C5AC174339F64640
24346,01036,VALROMEY SUR SERAN,01260,VALROMEY SUR SERAN,LUTHEZIEU,0101000020E61000002E162B0F77A61640C5AC174339F64640
24347,01036,VALROMEY SUR SERAN,01260,VALROMEY SUR SERAN,SUTRIEU,0101000020E61000002E162B0F77A61640C5AC174339F64640
24348,01036,VALROMEY SUR SERAN,01260,VALROMEY SUR SERAN,VIEU,0101000020E61000002E162B0F77A61640C5AC174339F64640
24349,01037,BENONCES,01470,BENONCES,NULL,0101000020E61000006C9159620AEF15405E82531FC8EB4640
24350,01038,BENY,01370,BENY,NULL,0101000020E61000008A82CFC5951D1540DC0E0D8BD1284740
24351,01040,BEREZIAT,01340,BEREZIAT,NULL,0101000020E610000077BB5E9A222C14407A92CF86572F4740
24352,01041,BETTANT,01500,BETTANT,NULL,0101000020E6100000A92EE06586751540741DF4B6E3F74640
24353,01042,BEY,01290,BEY,NULL,0101000020E6100000E899A8EF46601340C82A0021ED1B4740
24354,01043,BEYNOST,01700,BEYNOST,NULL,0101000020E610000092A34ADE4AFC1340B262B83A00EB4640
24355,01044,BILLIAT,01200,BILLIAT,NULL,0101000020E61000004A26A776860D1740B8E5C86FF6094740
24356,01045,BIRIEUX,01330,BIRIEUX,NULL,0101000020E6100000DBEF9AA1022914406D3CD862B7F94640
24357,01046,BIZIAT,01290,BIZIAT,NULL,0101000020E6100000DA418067D6C11340CBF3E0EEAC1C4740
24358,01047,BLYES,01150,BLYES,NULL,0101000020E6100000645A400D8401154000E99B340DEC4640
24359,01049,LA BOISSE,01120,LA BOISSE,NULL,0101000020E61000002379F87CDE1A14404FCC7A3194EC4640
24360,01050,BOISSEY,01190,BOISSEY,NULL,0101000020E610000070AFCC5B75FD1340146D33BAA82F4740
24361,01050,BOISSEY,01380,BOISSEY,NULL,0101000020E610000070AFCC5B75FD1340146D33BAA82F4740
24362,01051,BOLOZON,01450,BOLOZON,NULL,0101000020E610000020F12BD670E11540AC67AD0D3A194740
24363,01052,BOULIGNEUX,01330,BOULIGNEUX,NULL,0101000020E61000003023618495FB13402A2F432D97024740
24364,01053,BOURG EN BRESSE,01000,BOURG EN BRESSE,NULL,0101000020E61000007A0B3554D6FC14409C0CD81FF2194740
24365,01053,BOURG EN BRESSE,01000,BOURG EN BRESSE,BROU,0101000020E61000007A0B3554D6FC14409C0CD81FF2194740
24366,01054,BOURG ST CHRISTOPHE,01800,BOURG ST CHRISTOPHE,NULL,0101000020E6100000CCF91862AB8E1440A78D8FBB2DF14640
24367,01054,BOURG ST CHRISTOPHE,01800,BOURG ST CHRISTOPHE,MARFOZ,0101000020E6100000CCF91862AB8E1440A78D8FBB2DF14640
24368,01056,BOYEUX ST JEROME,01640,BOYEUX ST JEROME,NULL,0101000020E61000004ABFD8D6AAD815401695C3DD8F044740
24369,01057,BOZ,01190,BOZ,NULL,0101000020E6100000B800344A97AA13403FF3830456344740
24370,01058,BREGNIER CORDON,01300,BREGNIER CORDON,NULL,0101000020E6100000C489F9032F781640DD8B7967FED14640
24371,01060,BRENOD,01110,BRENOD,NULL,0101000020E61000001EF065474F721640C61C5FD61F0A4740
24372,01061,BRENS,01300,BRENS,NULL,0101000020E610000099620E828EC21640CA77DFE7AEDB4640
24373,01062,BRESSOLLES,01360,BRESSOLLES,NULL,0101000020E61000009C84775ECF641440AE2AFBAE88EF4640
24374,01062,BRESSOLLES,01360,BRESSOLLES,LA LECHERE,0101000020E61000009C84775ECF641440AE2AFBAE88EF4640
24375,01063,BRION,01460,BRION,NULL,0101000020E6100000062FFA0AD23016400EA14ACD9E154740
24376,01064,BRIORD,01470,BRIORD,NULL,0101000020E610000062F9F36DC1EE154066B96C744EE24640
24377,01065,BUELLAS,01310,BUELLAS,NULL,0101000020E610000068942EFD4B961440FA7C9411171B4740
24378,01065,BUELLAS,01310,BUELLAS,CORGENON,0101000020E610000068942EFD4B961440FA7C9411171B4740
24379,01066,LA BURBANCHE,01510,LA BURBANCHE,NULL,0101000020E6100000F4273B472E31164060AC6F6072EE4640
24380,01067,CEIGNES,01430,CEIGNES,NULL,0101000020E6100000BD1358A599FB154040F273E819104740
24381,01068,CERDON,01450,CERDON,NULL,0101000020E61000004002356BDFE615408E78B29B99094740
24382,01069,CERTINES,01240,CERTINES,NULL,0101000020E61000006CBAF9A12D0E1540A4839AC61B114740
24383,01071,CESSY,01170,CESSY,NULL,0101000020E61000000D72721AFD53184084DED1B565284740
24384,01072,CEYZERIAT,01250,CEYZERIAT,NULL,0101000020E610000086376BF0BE461540DC0E0D8B51174740
24385,01073,CEYZERIEU,01350,CEYZERIEU,NULL,0101000020E610000091F12895F0E01640169E3CD11AEB4640
24386,01074,CHALAMONT,01320,CHALAMONT,NULL,0101000020E6100000C6D10B2DA1B11440E325EE67E7014740
24387,01075,CHALEINS,01480,CHALEINS,NULL,0101000020E61000004C9D91521A331340204EBBF39F044740
24388,01076,CHALEY,01230,CHALEY,NULL,0101000020E6100000647A1DCC81291640E2FB2CE0AFF94640
24389,01077,CHALLES LA MONTAGNE,01450,CHALLES LA MONTAGNE,NULL,0101000020E6100000224E27D9EAD21540AA752C00D70F4740
24390,01078,CHALLEX,01630,CHALLEX,NULL,0101000020E610000002EC489AE4E417405A29A9B896164740
24391,01079,CHAMPAGNE EN VALROMEY,01260,CHAMPAGNE EN VALROMEY,NULL,0101000020E61000005A136635B8C4164056DBA8A940F74640
24392,01079,CHAMPAGNE EN VALROMEY,01260,CHAMPAGNE EN VALROMEY,LILIGNOD,0101000020E61000005A136635B8C4164056DBA8A940F74640
24393,01079,CHAMPAGNE EN VALROMEY,01260,CHAMPAGNE EN VALROMEY,PASSIN,0101000020E61000005A136635B8C4164056DBA8A940F74640
24394,01080,CHAMPDOR CORCELLES,01110,CHAMPDOR CORCELLES,CHAMPDOR,0101000020E6100000D6B03ACD5D5A1640DA91EA3BBF044740
24395,01080,CHAMPDOR CORCELLES,01110,CHAMPDOR CORCELLES,CORCELLES,0101000020E6100000D6B03ACD5D5A1640DA91EA3BBF044740
24396,01081,CHAMPFROMIER,01410,CHAMPFROMIER,NULL,0101000020E610000083F755B950491740C8A06EFBF91C4740
24397,01082,CHANAY,01420,CHANAY,NULL,0101000020E6100000B81BE9B1D211174030BA17F34E004740
24398,01083,CHANEINS,01990,CHANEINS,NULL,0101000020E61000004C5B12561968134037BE9B13200C4740
24399,01084,CHANOZ CHATENAY,01400,CHANOZ CHATENAY,NULL,0101000020E6100000A0B7C205EA1E14404050C994EA174740
24400,01085,LA CHAPELLE DU CHATELARD,01240,LA CHAPELLE DU CHATELARD,NULL,0101000020E6100000368584DED1111440CF1DB3A2BC084740
24401,01087,CHARIX,01130,CHARIX,NULL,0101000020E61000000CB4965D8BB5164023D7F26F3C184740
24402,01088,CHARNOZ SUR AIN,01800,CHARNOZ SUR AIN,NULL,0101000020E61000002B07697C15E71440CC90CFD0E4EF4640
24403,01089,CHATEAU GAILLARD,01500,CHATEAU GAILLARD,NULL,0101000020E61000001E08DA2E7E3C154058C922A875FC4640
24404,01090,CHATENAY,01320,CHATENAY,NULL,0101000020E6100000944FEA268CD514402ABC708C89034740
24405,01092,CHATILLON LA PALUD,01320,CHATILLON LA PALUD,NULL,0101000020E61000005AE95A20E6FB14407A0BDA9AE3FC4640
24406,01093,CHATILLON SUR CHALARONNE,01400,CHATILLON SUR CHALARONNE,NULL,0101000020E61000000C570740DCD113406BE2D3522F104740
24407,01094,CHAVANNES SUR REYSSOUZE,01190,CHAVANNES SUR REYSSOUZE,NULL,0101000020E610000030EC7AB3170714400D7448C55A384740
24568,01260,LE MONTELLIER,01800,LE MONTELLIER,NULL,0101000020E61000008E5E68098D471440B0DC77B1D5F64640
24408,01095,NIVIGNE ET SURAN,01250,NIVIGNE ET SURAN,CHAVANNES SUR SURAN,0101000020E6100000646F7374A6BA15405EE6858524244740
24409,01095,NIVIGNE ET SURAN,01250,NIVIGNE ET SURAN,GERMAGNAT,0101000020E6100000646F7374A6BA15405EE6858524244740
24410,01096,CHAVEYRIAT,01660,CHAVEYRIAT,NULL,0101000020E6100000EA77616BB6361440B4B343577D194740
24411,01098,CHAZEY BONS,01300,CHAZEY BONS,NULL,0101000020E610000022B2FE85D4AB1640E94DA0E37EE64640
24412,01098,CHAZEY BONS,01510,CHAZEY BONS,PUGIEU,0101000020E610000022B2FE85D4AB1640E94DA0E37EE64640
24413,01099,CHAZEY SUR AIN,01150,CHAZEY SUR AIN,NULL,0101000020E6100000E4F0EE6D9F0A154074A72A2364F24640
24414,01100,CHEIGNIEU LA BALME,01510,CHEIGNIEU LA BALME,NULL,0101000020E6100000E15119B5B1681640E0979FC060E94640
24415,01101,CHEVILLARD,01430,CHEVILLARD,NULL,0101000020E610000058DA4E006A53164016BA1281EA0D4740
24416,01102,CHEVROUX,01190,CHEVROUX,NULL,0101000020E6100000B4E96399D9D613409A4DDB1AEC304740
24417,01103,CHEVRY,01170,CHEVRY,NULL,0101000020E61000007EE5417A8A301840C94164EC5F244740
24418,01104,CHEZERY FORENS,01200,CHEZERY FORENS,NULL,0101000020E61000006508B600237A17404E1A59E8B91C4740
24419,01104,CHEZERY FORENS,01410,CHEZERY FORENS,NULL,0101000020E61000006508B600237A17404E1A59E8B91C4740
24420,01105,CIVRIEUX,01390,CIVRIEUX,NULL,0101000020E610000026F67585E38E1340BF8BAD56DCF54640
24421,01106,CIZE,01250,CIZE,NULL,0101000020E61000002AE8F692C6CC1540E0A2EE5EC9194740
24422,01107,CLEYZIEU,01230,CLEYZIEU,NULL,0101000020E61000007B4F406E1ABA15403BEDDFAB8CF34640
24423,01108,COLIGNY,01270,COLIGNY,NULL,0101000020E6100000B07CF1A034571540776E3546C6314740
24424,01109,COLLONGES,01550,COLLONGES,NULL,0101000020E61000009C5901744E9A174063EC8497E0114740
24425,01110,COLOMIEU,01300,COLOMIEU,NULL,0101000020E61000004C8B55DEE9811640C295A24BEEDD4640
24426,01111,CONAND,01230,CONAND,NULL,0101000020E6100000E24680892EEA1540E8DD585018F14640
24427,01112,CONDAMINE,01430,CONDAMINE,NULL,0101000020E610000006280D350A3D1640C8C0F000850D4740
24428,01113,CONDEISSIAT,01400,CONDEISSIAT,NULL,0101000020E6100000E8AB9AD65C581440C5F13279B9134740
24429,01114,CONFORT,01200,CONFORT,NULL,0101000020E61000000156A247E7571740BBF083F3A9134740
24430,01115,CONFRANCON,01310,CONFRANCON,NULL,0101000020E6100000ECF88AC9763D1440993CAFC2F7224740
24431,01116,CONTREVOZ,01300,CONTREVOZ,NULL,0101000020E6100000A0ADDE3C307716404906CAB708E64640
24432,01117,CONZIEU,01300,CONZIEU,NULL,0101000020E6100000FE74A84B6B68164086EC1747C0DC4640
24433,01118,CORBONOD,01420,CORBONOD,NULL,0101000020E61000002528D9452C2917400F1B7629BFFB4640
24434,01121,CORLIER,01110,CORLIER,NULL,0101000020E610000054F4763A4600164066EC95C3B8044740
24435,01123,CORMORANCHE SUR SAONE,01290,CORMORANCHE SUR SAONE,NULL,0101000020E61000004C3ACAC16C5213408DEA1967781F4740
24436,01124,CORMOZ,01560,CORMOZ,NULL,0101000020E61000003A2AEDC330E214407C49BE6D01384740
24437,01125,CORVEISSIAT,01250,CORVEISSIAT,NULL,0101000020E6100000FE1E060484E81540A1B6B2E92D204740
24438,01127,COURMANGOUX,01370,COURMANGOUX,NULL,0101000020E610000046C373000E6F15408EF62E9482294740
24439,01128,COURTES,01560,COURTES,NULL,0101000020E61000002424777D8B7314405E4C33DD6B3A4740
24440,01129,CRANS,01320,CRANS,NULL,0101000020E6100000528CE20B49C41440D522A298BCFB4640
24441,01130,BRESSE VALLONS,01340,BRESSE VALLONS,CRAS SUR REYSSOUZE,0101000020E6100000824E52AA8EBA1440008FA850DD294740
24442,01130,BRESSE VALLONS,01340,BRESSE VALLONS,ETREZ,0101000020E6100000824E52AA8EBA1440008FA850DD294740
24443,01133,CRESSIN ROCHEFORT,01350,CRESSIN ROCHEFORT,NULL,0101000020E6100000AE2358665B0F1740967FE32142E44640
24444,01134,CROTTET,01290,CROTTET,NULL,0101000020E61000009438E1140C81134065EDA5DF74244740
24445,01134,CROTTET,01750,CROTTET,NULL,0101000020E61000009438E1140C81134065EDA5DF74244740
24446,01135,CROZET,01170,CROZET,NULL,0101000020E610000032E8DF89B4F81740F22C9CFF32254740
24447,01136,CRUZILLES LES MEPILLAT,01290,CRUZILLES LES MEPILLAT,NULL,0101000020E6100000D54F49E70D8113401A468B7D931C4740
24448,01138,CULOZ BEON,01350,CULOZ BEON,BEON,0101000020E6100000D68F4DF223161740C2F7A34D7AED4640
24449,01138,CULOZ BEON,01350,CULOZ BEON,CULOZ,0101000020E6100000D68F4DF223161740C2F7A34D7AED4640
24450,01139,CURCIAT DONGALON,01560,CURCIAT DONGALON,NULL,0101000020E61000005AD020AA95AA1440DCDEC902813E4740
24451,01140,CURTAFOND,01310,CURTAFOND,NULL,0101000020E6100000F8FAFFDDA76B1440D0B52FA017234740
24452,01141,CUZIEU,01300,CUZIEU,NULL,0101000020E61000007CA87EEF80B8164073B44F6C2AE94640
24453,01142,DAGNEUX,01120,DAGNEUX,NULL,0101000020E6100000FE58D29B9B4C14401228075850ED4640
24454,01143,DIVONNE LES BAINS,01220,DIVONNE LES BAINS,NULL,0101000020E61000008C214AC510721840A5B107A40E304740
24455,01145,DOMPIERRE SUR VEYLE,01240,DOMPIERRE SUR VEYLE,NULL,0101000020E610000078A6E1A5E5DD14408EA960F998084740
24456,01146,DOMPIERRE SUR CHALARONNE,01400,DOMPIERRE SUR CHALARONNE,NULL,0101000020E610000082AAD1AB019A134006C4DACE2D124740
24457,01147,DOMSURE,01270,DOMSURE,NULL,0101000020E6100000449149A1872D1540C0102851E5354740
24458,01148,DORTAN,01590,DORTAN,NULL,0101000020E6100000A2337A7FCD93164003F7F2F1BF284740
24459,01149,DOUVRES,01500,DOUVRES,NULL,0101000020E61000005E465623607D15404814FF1C0BFE4640
24460,01150,DROM,01250,DROM,NULL,0101000020E6100000B2DFC95D3A781540003219332E1C4740
24461,01151,DRUILLAT,01160,DRUILLAT,NULL,0101000020E610000046F2F0F9BC2D15406205AEE1D8084740
24462,01152,ECHALLON,01130,ECHALLON,NULL,0101000020E6100000E25AED612FF01640F5D2B9475B1D4740
24463,01153,ECHENEVEX,01170,ECHENEVEX,NULL,0101000020E6100000745A5C887A12184088A06AF4EA284740
24464,01155,EVOSGES,01230,EVOSGES,NULL,0101000020E61000001DD02DCFDE0016400C4EE90544FB4640
24465,01156,FARAMANS,01800,FARAMANS,NULL,0101000020E61000006C88E06EFF801440F17739364CF44640
24466,01157,FAREINS,01480,FAREINS,NULL,0101000020E6100000363FFED2A2121340DBC424B701034740
24467,01158,FARGES,01550,FARGES,NULL,0101000020E61000001C2D62331B9F17402668380A35154740
24468,01159,FEILLENS,01570,FEILLENS,NULL,0101000020E61000005694B7C8E28B1340CE9F80376E2B4740
24469,01160,FERNEY VOLTAIRE,01210,FERNEY VOLTAIRE,NULL,0101000020E61000002966738BAF6C1840F15A536A40204740
24470,01162,FLAXIEU,01350,FLAXIEU,NULL,0101000020E6100000D07B084F8DFC1640C5460F32FFE74640
24471,01163,FOISSIAT,01340,FOISSIAT,NULL,0101000020E61000000EAC996B87BD1440B418E19288304740
24472,01165,FRANCHELEINS,01090,FRANCHELEINS,NULL,0101000020E61000009CEA7F6F893E1340FA8788F60C094740
24473,01165,FRANCHELEINS,01090,FRANCHELEINS,AMAREINS,0101000020E61000009CEA7F6F893E1340FA8788F60C094740
24474,01165,FRANCHELEINS,01090,FRANCHELEINS,CESSEINS,0101000020E61000009CEA7F6F893E1340FA8788F60C094740
24475,01166,FRANS,01480,FRANS,NULL,0101000020E6100000A82CAF01B6201340B7F52E39C9FE4640
24476,01167,GARNERANS,01140,GARNERANS,NULL,0101000020E61000001C936A44D55013408F8D40BC2E1B4740
24477,01169,GENOUILLEUX,01090,GENOUILLEUX,NULL,0101000020E6100000D9CF6229922B1340420CCFA67E0F4740
24478,01170,BEARD GEOVREISSIAT,01460,BEARD GEOVREISSIAT,NULL,0101000020E610000086FEAE74E33216407A40344E1E184740
24479,01171,GEOVREISSET,01100,GEOVREISSET,NULL,0101000020E6100000A4106D6C1B771640605738EE39204740
24480,01173,GEX,01170,GEX,NULL,0101000020E610000038BE518605321840CC6BDBE6FC2C4740
24481,01174,GIRON,01130,GIRON,NULL,0101000020E6100000BB65E2B1FA2617404ACE2E84411C4740
24482,01175,GORREVOD,01190,GORREVOD,NULL,0101000020E610000001CA953089CD13405CDD561F34354740
24483,01177,GRAND CORENT,01250,GRAND CORENT,NULL,0101000020E61000002707FD964AC115406AE27899BC1A4740
24484,01179,GRIEGES,01290,GRIEGES,NULL,0101000020E610000020724408D9631340A27D079A2A224740
24485,01180,GRILLY,01220,GRILLY,NULL,0101000020E6100000D692E92BA3741840E6A5ACF0782A4740
24486,01181,GROISSIAT,01100,GROISSIAT,NULL,0101000020E61000002AAE2AFBAE781640820CD3AD0D1D4740
24487,01183,GUEREINS,01090,GUEREINS,NULL,0101000020E6100000E47D665AAC221340B00E362B910D4740
24488,01184,HAUTECOURT ROMANECHE,01250,HAUTECOURT ROMANECHE,NULL,0101000020E61000003AAA3F6777B915408E29B39C5F144740
24489,01184,HAUTECOURT ROMANECHE,01250,HAUTECOURT ROMANECHE,ROMANECHE,0101000020E61000003AAA3F6777B915408E29B39C5F144740
24490,01185,PLATEAU D HAUTEVILLE,01110,PLATEAU D HAUTEVILLE,CORMARANCHE EN BUGEY,0101000020E6100000C00A4B97594F1640DB2967391AF74640
24491,01185,PLATEAU D HAUTEVILLE,01110,PLATEAU D HAUTEVILLE,HAUTEVILLE LOMPNES,0101000020E6100000C00A4B97594F1640DB2967391AF74640
24492,01185,PLATEAU D HAUTEVILLE,01110,PLATEAU D HAUTEVILLE,HOSTIAZ,0101000020E6100000C00A4B97594F1640DB2967391AF74640
24493,01185,PLATEAU D HAUTEVILLE,01110,PLATEAU D HAUTEVILLE,THEZILLIEU,0101000020E6100000C00A4B97594F1640DB2967391AF74640
24494,01187,HAUT VALROMEY,01260,HAUT VALROMEY,HOTONNES,0101000020E6100000F65503DE13BD16404F6DBAAF94054740
24495,01187,HAUT VALROMEY,01260,HAUT VALROMEY,LE GRAND ABERGEMENT,0101000020E6100000F65503DE13BD16404F6DBAAF94054740
24496,01187,HAUT VALROMEY,01260,HAUT VALROMEY,LE PETIT ABERGEMENT,0101000020E6100000F65503DE13BD16404F6DBAAF94054740
24497,01187,HAUT VALROMEY,01260,HAUT VALROMEY,SONGIEU,0101000020E6100000F65503DE13BD16404F6DBAAF94054740
24498,01188,ILLIAT,01140,ILLIAT,NULL,0101000020E6100000BE9E54A0BB8D13408524B37A87174740
24499,01189,INJOUX GENISSIAT,01200,INJOUX GENISSIAT,NULL,0101000020E610000044F410323512174087CE215F78064740
24500,01189,INJOUX GENISSIAT,01200,INJOUX GENISSIAT,CRAZ,0101000020E610000044F410323512174087CE215F78064740
24501,01190,INNIMOND,01680,INNIMOND,NULL,0101000020E610000094D684590D4A1640CD87B196CCE44640
24502,01191,IZENAVE,01430,IZENAVE,NULL,0101000020E6100000D74FFF59F3171640E80423E5DD044740
24503,01192,IZERNORE,01580,IZERNORE,NULL,0101000020E61000009D6BF35A643E16400A58BCA2A51B4740
24504,01193,IZIEU,01300,IZIEU,NULL,0101000020E6100000B45ABB48FC8D16406C798AC1E8D34640
24505,01194,JASSANS RIOTTIER,01480,JASSANS RIOTTIER,NULL,0101000020E61000009841C6EDE10C1340C839FB1411FD4640
24506,01195,JASSERON,01250,JASSERON,NULL,0101000020E6100000C67B1F589F441540F02C8BD3DA1B4740
24507,01196,JAYAT,01340,JAYAT,NULL,0101000020E61000002C0C361A657214402D57E47C562F4740
24508,01197,JOURNANS,01250,JOURNANS,NULL,0101000020E61000009AEB34D2525515405698631E9E124740
24509,01198,JOYEUX,01800,JOYEUX,NULL,0101000020E6100000BEFD14223B661440127A47D716F94640
24510,01199,JUJURIEUX,01640,JUJURIEUX,NULL,0101000020E61000009873DF2010A615403231A71570064740
24511,01200,LABALME,01450,LABALME,NULL,0101000020E610000034EC415255FA15402C3C79A2B50B4740
24512,01202,LAGNIEU,01150,LAGNIEU,NULL,0101000020E610000066EF31FDB75B15405A1AAEC472F14640
24513,01203,LAIZ,01290,LAIZ,NULL,0101000020E6100000508E5DFD339A13407CEAFDEB811F4740
24514,01204,LE POIZAT LALLEYRIAT,01130,LE POIZAT LALLEYRIAT,LALLEYRIAT,0101000020E610000083FF081E3AC8164060692AD5CF114740
24515,01204,LE POIZAT LALLEYRIAT,01130,LE POIZAT LALLEYRIAT,LE POIZAT,0101000020E610000083FF081E3AC8164060692AD5CF114740
24516,01206,LANTENAY,01430,LANTENAY,NULL,0101000020E6100000F54883DBDA2616409EC195A2CB064740
24517,01207,LAPEYROUSE,01330,LAPEYROUSE,NULL,0101000020E6100000A6DD431DB1ED1340AA20504711FE4640
24518,01208,LAVOURS,01350,LAVOURS,NULL,0101000020E6100000667C04A3371517406AA33A1DC8E74640
24519,01209,LEAZ,01200,LEAZ,NULL,0101000020E610000030C84C58D18117400913EBF93F0E4740
24520,01210,LELEX,01410,LELEX,NULL,0101000020E6100000851F4196AAB517405E19AFD48E244740
